#He so k la
3.0
#Number of Nodes
119
# list of nodes
#x #y #z
2 86 308
2 87 485
2 88 348
2 89 524
2 90 100
2 91 381
2 92 154
2 93 267
2 94 350
2 95 68
2 96 233
2 97 414
2 98 1048
2 99 298
2 100 74
2 101 375
2 102 251
2 103 177
2 104 107
2 105 103
2 106 149
2 107 50
2 108 176
2 109 233
2 110 140
2 111 268
2 112 264
2 113 440
2 114 305
2 115 269
2 116 197
2 117 29
2 118 179
3 0 2805
3 1 538
3 2 317
3 3 51076
3 4 591
3 5 1186
3 6 3089
3 7 876
3 8 3709
3 9 4045
3 10 1526
3 11 1921
3 12 3454
3 13 285
3 14 8959
3 15 2296
3 16 3657
3 17 1638
3 18 3756
3 19 966
3 20 354
3 21 2496
3 22 2416
3 23 4387
3 24 1682
3 25 407
3 26 7047
3 27 1687
3 28 898
3 29 563
3 30 737
3 31 3948
3 32 4028
3 33 4937
3 34 3345
3 35 1380
3 36 1517
3 37 4111
3 38 5155
3 39 348
3 40 9968
3 41 3666
3 42 624
3 43 6469
3 44 340
3 45 6720
3 46 4241
3 47 5115
3 48 2725
3 49 666
3 50 6690
3 51 38804
3 52 4457
3 53 839
3 54 3403
3 55 6304
3 56 5524
3 57 2150
3 58 3221
3 59 4387
3 60 869
3 61 1061
3 62 1979
3 63 1729
3 64 1196
3 65 976
3 66 1281
3 67 13559
3 68 18609
3 69 7457
3 70 1021
3 71 1718
3 72 356
3 73 2757
3 74 1347
3 75 1850
3 76 956
3 77 555
3 78 2854
3 79 2758
3 80 1456
3 81 1100
3 82 3542
3 83 6840
3 84 1786
3 85 3665
3 86 2373
3 87 4168
3 88 26335
3 89 1126
3 90 464
3 91 14965
3 92 535
3 93 3937
3 94 4796
3 95 1450
3 96 31050
3 97 3734
3 98 2446
3 99 1650
3 100 516
3 101 11358
3 102 4093
3 103 2427
3 104 1552
3 105 1223
3 106 21393
3 107 571
3 108 1296
3 109 904
3 110 2257
3 111 4862
3 112 1742
3 113 5597
3 114 1314
3 115 1918
3 116 1852
3 117 237
3 118 3601
4 0 550
4 1 78
4 2 71
4 3 363
4 4 0
4 5 565
4 6 234
4 7 285
4 8 845
4 9 257
4 10 943
4 11 266
4 12 1052
4 13 341
4 14 717
4 15 789
4 16 384
4 17 191
4 18 516
4 19 437
4 20 134
4 21 650
4 22 710
4 23 378
4 24 618
4 25 455
4 26 312
4 27 337
4 28 297
4 29 216
4 30 180
4 31 532
4 32 546
4 33 590
4 34 1357
4 35 1576
4 36 449
4 37 413
4 38 1134
4 39 176
4 40 1188
4 41 226
4 42 170
4 43 1815
4 44 232
4 45 587
4 46 606
4 47 2152
4 48 616
4 49 178
4 50 435
4 51 1840
4 52 3610
4 53 133
4 54 1919
4 55 4859
4 56 681
4 57 610
4 58 357
4 59 315
4 60 105
4 61 900
4 62 479
4 63 355
4 64 248
4 65 209
4 66 232
4 67 1047
4 68 632
4 69 1675
4 70 537
4 71 688
4 72 126
4 73 439
4 74 1200
4 75 275
4 76 515
4 77 49
4 78 398
4 79 943
4 80 231
4 81 555
4 82 867
4 83 545
4 84 768
4 85 957
4 86 702
4 87 1561
4 88 387
4 89 658
4 90 163
4 91 766
4 92 58
4 93 285
4 94 720
4 95 111
4 96 933
4 97 560
4 98 1344
4 99 359
4 100 200
4 101 548
4 102 1095
4 103 142
4 104 327
4 105 193
4 106 520
4 107 113
4 108 394
4 109 184
4 110 261
4 111 742
4 112 452
4 113 1514
4 114 402
4 115 1241
4 116 471
4 117 127
4 118 326
5 0 2457
5 1 160
5 2 288
5 3 1175
5 4 326
5 5 13876
5 6 755
5 7 468
5 8 1416
5 9 1181
5 10 2836
5 11 3172
5 12 3351
5 13 456
5 14 1645
5 15 1297
5 16 837
5 17 215
5 18 726
5 19 555
5 20 492
5 21 2103
5 22 3717
5 23 511
5 24 656
5 25 349
5 26 622
5 27 7541
5 28 2834
5 29 994
5 30 2328
5 31 2222
5 32 992
5 33 2117
5 34 1235
5 35 1237
5 36 1884
5 37 1590
5 38 4256
5 39 351
5 40 2897
5 41 733
5 42 648
5 43 2562
5 44 150
5 45 1029
5 46 2506
5 47 2594
5 48 5841
5 49 180
5 50 1345
5 51 2252
5 52 1774
5 53 1838
5 54 4450
5 55 3709
5 56 1487
5 57 835
5 58 536
5 59 794
5 60 346
5 61 694
5 62 2897
5 63 1404
5 64 472
5 65 2267
5 66 2225
5 67 1691
5 68 1514
5 69 3183
5 70 1177
5 71 2692
5 72 575
5 73 1641
5 74 596
5 75 1998
5 76 1137
5 77 944
5 78 1966
5 79 669
5 80 5631
5 81 916
5 82 1407
5 83 1422
5 84 1264
5 85 1399
5 86 5636
5 87 1627
5 88 1451
5 89 1069
5 90 994
5 91 1875
5 92 434
5 93 1293
5 94 1450
5 95 1380
5 96 1738
5 97 1555
5 98 2326
5 99 1888
5 100 674
5 101 1206
5 102 1341
5 103 299
5 104 1021
5 105 327
5 106 1424
5 107 299
5 108 535
5 109 545
5 110 625
5 111 861
5 112 813
5 113 1809
5 114 1570
5 115 808
5 116 1506
5 117 620
5 118 1370
6 0 3290
6 1 305
6 2 215
6 3 2594
6 4 371
6 5 875
6 6 16351
6 7 205
6 8 2034
6 9 1130
6 10 982
6 11 1924
6 12 1567
6 13 168
6 14 7744
6 15 905
6 16 6048
6 17 480
6 18 1260
6 19 513
6 20 234
6 21 1624
6 22 2045
6 23 1665
6 24 645
6 25 248
6 26 1653
6 27 1160
6 28 497
6 29 402
6 30 433
6 31 5991
6 32 1506
6 33 4166
6 34 1271
6 35 692
6 36 1831
6 37 12625
6 38 3496
6 39 186
6 40 8867
6 41 3586
6 42 364
6 43 2571
6 44 138
6 45 1607
6 46 2107
6 47 2538
6 48 1959
6 49 209
6 50 10716
6 51 5031
6 52 2122
6 53 666
6 54 2046
6 55 3131
6 56 1623
6 57 1401
6 58 850
6 59 1072
6 60 238
6 61 533
6 62 1505
6 63 523
6 64 415
6 65 664
6 66 588
6 67 2316
6 68 4271
6 69 3910
6 70 607
6 71 859
6 72 122
6 73 2085
6 74 389
6 75 1856
6 76 565
6 77 387
6 78 4289
6 79 1125
6 80 896
6 81 430
6 82 2490
6 83 5390
6 84 680
6 85 1412
6 86 1971
6 87 1825
6 88 3812
6 89 552
6 90 253
6 91 5276
6 92 273
6 93 13870
6 94 1612
6 95 873
6 96 2686
6 97 2809
6 98 1104
6 99 2035
6 100 310
6 101 2383
6 102 1252
6 103 380
6 104 2074
6 105 490
6 106 3352
6 107 1420
6 108 616
6 109 507
6 110 1177
6 111 1394
6 112 1353
6 113 2903
6 114 913
6 115 727
6 116 2109
6 117 305
6 118 4982
7 0 512
7 1 371
7 2 77
7 3 664
7 4 285
7 5 400
7 6 388
7 7 4634
7 8 502
7 9 975
7 10 1068
7 11 734
7 12 680
7 13 528
7 14 805
7 15 2716
7 16 462
7 17 359
7 18 380
7 19 967
7 20 789
7 21 621
7 22 834
7 23 220
7 24 601
7 25 157
7 26 773
7 27 444
7 28 429
7 29 571
7 30 329
7 31 664
7 32 1175
7 33 764
7 34 1915
7 35 1336
7 36 338
7 37 613
7 38 1423
7 39 82
7 40 1238
7 41 322
7 42 979
7 43 1252
7 44 223
7 45 1030
7 46 939
7 47 1900
7 48 835
7 49 301
7 50 663
7 51 1437
7 52 2451
7 53 301
7 54 1651
7 55 2112
7 56 1399
7 57 700
7 58 425
7 59 811
7 60 463
7 61 1050
7 62 796
7 63 647
7 64 351
7 65 345
7 66 280
7 67 1273
7 68 857
7 69 1184
7 70 1460
7 71 833
7 72 175
7 73 363
7 74 223
7 75 380
7 76 1962
7 77 393
7 78 685
7 79 941
7 80 347
7 81 1207
7 82 650
7 83 445
7 84 5582
7 85 1166
7 86 1010
7 87 1113
7 88 930
7 89 1648
7 90 104
7 91 910
7 92 810
7 93 590
7 94 1448
7 95 300
7 96 1011
7 97 807
7 98 1663
7 99 381
7 100 180
7 101 843
7 102 1237
7 103 252
7 104 408
7 105 568
7 106 755
7 107 143
7 108 603
7 109 1620
7 110 444
7 111 584
7 112 491
7 113 1134
7 114 348
7 115 711
7 116 509
7 117 71
7 118 427
8 0 3616
8 1 341
8 2 209
8 3 4329
8 4 728
8 5 1310
8 6 2333
8 7 596
8 8 21053
8 9 2341
8 10 1530
8 11 2248
8 12 4535
8 13 396
8 14 4900
8 15 1566
8 16 3600
8 17 606
8 18 2787
8 19 993
8 20 347
8 21 4669
8 22 3105
8 23 2401
8 24 1488
8 25 545
8 26 2069
8 27 1771
8 28 1030
8 29 746
8 30 813
8 31 4810
8 32 1829
8 33 10243
8 34 2823
8 35 1387
8 36 1776
8 37 2411
8 38 6782
8 39 453
8 40 11665
8 41 2148
8 42 703
8 43 12181
8 44 387
8 45 2822
8 46 7485
8 47 8447
8 48 3320
8 49 403
8 50 3634
8 51 8767
8 52 3768
8 53 740
8 54 3467
8 55 9381
8 56 2531
8 57 7135
8 58 2952
8 59 1486
8 60 466
8 61 940
8 62 2460
8 63 1814
8 64 613
8 65 518
8 66 1348
8 67 4557
8 68 4952
8 69 21721
8 70 1382
8 71 2126
8 72 321
8 73 3202
8 74 1644
8 75 2088
8 76 791
8 77 556
8 78 3894
8 79 2260
8 80 1298
8 81 961
8 82 16554
8 83 4966
8 84 1405
8 85 2188
8 86 3183
8 87 5327
8 88 3600
8 89 879
8 90 268
8 91 7255
8 92 593
8 93 2620
8 94 1623
8 95 1627
8 96 4562
8 97 5025
8 98 2543
8 99 1846
8 100 860
8 101 5785
8 102 2861
8 103 870
8 104 2106
8 105 659
8 106 4000
8 107 650
8 108 712
8 109 543
8 110 4762
8 111 2836
8 112 2472
8 113 13897
8 114 1205
8 115 1980
8 116 3230
8 117 305
8 118 3490
9 0 2025
9 1 838
9 2 298
9 3 3478
9 4 560
9 5 707
9 6 1337
9 7 838
9 8 2471
9 9 36453
9 10 1487
9 11 1103
9 12 2441
9 13 352
9 14 2744
9 15 3416
9 16 1253
9 17 1822
9 18 3989
9 19 1064
9 20 214
9 21 1802
9 22 1669
9 23 657
9 24 2750
9 25 521
9 26 4343
9 27 1114
9 28 504
9 29 411
9 30 573
9 31 2143
9 32 7628
9 33 2190
9 34 9361
9 35 1381
9 36 968
9 37 1860
9 38 2371
9 39 161
9 40 4120
9 41 993
9 42 641
9 43 6641
9 44 498
9 45 6817
9 46 2585
9 47 5502
9 48 2235
9 49 734
9 50 2134
9 51 8388
9 52 6210
9 53 638
9 54 3048
9 55 5320
9 56 14437
9 57 2611
9 58 1996
9 59 4309
9 60 1740
9 61 1573
9 62 2123
9 63 1264
9 64 1676
9 65 711
9 66 766
9 67 7906
9 68 3066
9 69 4398
9 70 1332
9 71 1753
9 72 162
9 73 1520
9 74 982
9 75 1513
9 76 1268
9 77 473
9 78 2057
9 79 10049
9 80 844
9 81 831
9 82 2004
9 83 1839
9 84 2369
9 85 15651
9 86 2101
9 87 8611
9 88 3538
9 89 1533
9 90 281
9 91 3985
9 92 704
9 93 1428
9 94 6341
9 95 1086
9 96 6404
9 97 1269
9 98 2372
9 99 992
9 100 654
9 101 4306
9 102 9440
9 103 1768
9 104 1109
9 105 1504
9 106 3506
9 107 349
9 108 2331
9 109 957
9 110 1017
9 111 15030
9 112 1468
9 113 4589
9 114 943
9 115 2162
9 116 1578
9 117 161
9 118 1630
10 0 2030
10 1 320
10 2 559
10 3 1360
10 4 670
10 5 2539
10 6 1023
10 7 1150
10 8 1715
10 9 1483
10 10 17891
10 11 1815
10 12 4359
10 13 603
10 14 1620
10 15 1579
10 16 1070
10 17 467
10 18 1221
10 19 951
10 20 472
10 21 2073
10 22 2594
10 23 599
10 24 1081
10 25 2254
10 26 937
10 27 1866
10 28 1611
10 29 1028
10 30 2385
10 31 2391
10 32 1532
10 33 2707
10 34 2387
10 35 3431
10 36 1483
10 37 1543
10 38 4400
10 39 570
10 40 3238
10 41 777
10 42 1201
10 43 3273
10 44 812
10 45 1457
10 46 3549
10 47 4017
10 48 7716
10 49 180
10 50 1475
10 51 3016
10 52 2933
10 53 569
10 54 18001
10 55 7784
10 56 1772
10 57 1531
10 58 612
10 59 1230
10 60 390
10 61 1744
10 62 3280
10 63 3789
10 64 561
10 65 919
10 66 1435
10 67 1876
10 68 1636
10 69 4012
10 70 2010
10 71 10202
10 72 2403
10 73 1165
10 74 1662
10 75 1116
10 76 1495
10 77 1169
10 78 1856
10 79 1870
10 80 998
10 81 2884
10 82 1563
10 83 1345
10 84 1865
10 85 1305
10 86 5660
10 87 2126
10 88 1976
10 89 2020
10 90 1391
10 91 2635
10 92 704
10 93 1235
10 94 1627
10 95 2084
10 96 1771
10 97 1508
10 98 7831
10 99 1273
10 100 702
10 101 1806
10 102 1655
10 103 399
10 104 999
10 105 500
10 106 1838
10 107 270
10 108 597
10 109 1208
10 110 816
10 111 1080
10 112 1698
10 113 1968
10 114 1517
10 115 1317
10 116 1611
10 117 212
10 118 1715
11 0 6233
11 1 331
11 2 201
11 3 1739
11 4 499
11 5 3586
11 6 1754
11 7 682
11 8 2184
11 9 1239
11 10 2415
11 11 66109
11 12 4938
11 13 244
11 14 2837
11 15 1486
11 16 2323
11 17 373
11 18 918
11 19 514
11 20 240
11 21 2160
11 22 8008
11 23 864
11 24 671
11 25 755
11 26 1192
11 27 6115
11 28 1963
11 29 1119
11 30 1601
11 31 4649
11 32 1372
11 33 3451
11 34 1784
11 35 1667
11 36 6994
11 37 3278
11 38 8081
11 39 296
11 40 4804
11 41 1329
11 42 814
11 43 3390
11 44 420
11 45 1470
11 46 4640
11 47 4241
11 48 7191
11 49 317
11 50 2863
11 51 3993
11 52 2580
11 53 5337
11 54 3562
11 55 5430
11 56 1896
11 57 1719
11 58 882
11 59 1285
11 60 327
11 61 907
11 62 5595
11 63 1848
11 64 538
11 65 5069
11 66 9629
11 67 2660
11 68 2733
11 69 5553
11 70 1337
11 71 2705
11 72 477
11 73 2875
11 74 554
11 75 5201
11 76 1152
11 77 953
11 78 5061
11 79 1037
11 80 5504
11 81 932
11 82 1942
11 83 2338
11 84 1046
11 85 1635
11 86 6233
11 87 2161
11 88 1893
11 89 858
11 90 675
11 91 3785
11 92 353
11 93 2177
11 94 1413
11 95 2228
11 96 2270
11 97 2655
11 98 2982
11 99 7253
11 100 646
11 101 2267
11 102 1329
11 103 508
11 104 2145
11 105 464
11 106 2139
11 107 572
11 108 452
11 109 593
11 110 1048
11 111 1101
11 112 2279
11 113 2450
11 114 7389
11 115 1600
11 116 4629
11 117 1988
11 118 3043
12 0 8359
12 1 371
12 2 548
12 3 2702
12 4 941
12 5 3916
12 6 1949
12 7 1110
12 8 4527
12 9 2418
12 10 3595
12 11 4987
12 12 48275
12 13 610
12 14 4302
12 15 2388
12 16 2832
12 17 694
12 18 1937
12 19 1071
12 20 412
12 21 7370
12 22 11897
12 23 1525
12 24 1879
12 25 880
12 26 1615
12 27 4040
12 28 3248
12 29 1029
12 30 1555
12 31 4818
12 32 2264
12 33 9863
12 34 2823
12 35 2476
12 36 5490
12 37 4375
12 38 25435
12 39 444
12 40 7854
12 41 1926
12 42 1023
12 43 7594
12 44 399
12 45 2428
12 46 14811
12 47 7880
12 48 9867
12 49 358
12 50 3952
12 51 6659
12 52 4900
12 53 2331
12 54 6901
12 55 14924
12 56 2595
12 57 4711
12 58 1457
12 59 1594
12 60 491
12 61 1101
12 62 14630
12 63 5335
12 64 652
12 65 1925
12 66 2970
12 67 3263
12 68 3998
12 69 14285
12 70 1239
12 71 4842
12 72 973
12 73 5432
12 74 1484
12 75 4669
12 76 1335
12 77 995
12 78 5919
12 79 2156
12 80 3571
12 81 1999
12 82 5111
12 83 3312
12 84 1738
12 85 2835
12 86 18710
12 87 3227
12 88 2651
12 89 1354
12 90 1031
12 91 5581
12 92 702
12 93 2576
12 94 2441
12 95 12049
12 96 3029
12 97 5100
12 98 4800
12 99 6304
12 100 2863
12 101 3474
12 102 2176
12 103 667
12 104 2625
12 105 740
12 106 3454
12 107 603
12 108 1098
12 109 1160
12 110 1228
12 111 2652
12 112 5533
12 113 4198
12 114 3624
12 115 2161
12 116 6935
12 117 574
12 118 4781
13 0 396
13 1 64
13 2 73
13 3 442
13 4 325
13 5 145
13 6 228
13 7 334
13 8 407
13 9 285
13 10 872
13 11 391
13 12 714
13 13 0
13 14 404
13 15 371
13 16 174
13 17 69
13 18 286
13 19 602
13 20 30
13 21 563
13 22 631
13 23 119
13 24 365
13 25 331
13 26 264
13 27 539
13 28 175
13 29 358
13 30 224
13 31 385
13 32 433
13 33 324
13 34 908
13 35 924
13 36 380
13 37 338
13 38 717
13 39 235
13 40 650
13 41 266
13 42 193
13 43 703
13 44 6
13 45 459
13 46 483
13 47 769
13 48 621
13 49 53
13 50 442
13 51 584
13 52 926
13 53 153
13 54 1677
13 55 1619
13 56 553
13 57 185
13 58 107
13 59 260
13 60 133
13 61 378
13 62 406
13 63 435
13 64 146
13 65 170
13 66 193
13 67 456
13 68 487
13 69 939
13 70 2064
13 71 578
13 72 18
13 73 283
13 74 527
13 75 147
13 76 1969
13 77 963
13 78 513
13 79 329
13 80 264
13 81 488
13 82 269
13 83 238
13 84 1142
13 85 319
13 86 581
13 87 504
13 88 426
13 89 1612
13 90 171
13 91 321
13 92 303
13 93 202
13 94 540
13 95 297
13 96 356
13 97 265
13 98 3718
13 99 238
13 100 117
13 101 230
13 102 438
13 103 104
13 104 239
13 105 191
13 106 331
13 107 101
13 108 235
13 109 416
13 110 149
13 111 182
13 112 151
13 113 573
13 114 198
13 115 509
13 116 300
13 117 53
13 118 410
14 0 5043
14 1 356
14 2 445
14 3 9451
14 4 628
14 5 1834
14 6 5772
14 7 773
14 8 4866
14 9 2870
14 10 1443
14 11 3151
14 12 4096
14 13 335
14 14 79944
14 15 2447
14 16 5950
14 17 863
14 18 2938
14 19 962
14 20 117
14 21 2543
14 22 3270
14 23 5465
14 24 1202
14 25 670
14 26 3781
14 27 2299
14 28 1023
14 29 811
14 30 743
14 31 7306
14 32 2815
14 33 6566
14 34 3372
14 35 1548
14 36 2572
14 37 8569
14 38 7074
14 39 240
14 40 22220
14 41 11756
14 42 806
14 43 7569
14 44 323
14 45 3781
14 46 4503
14 47 6247
14 48 3697
14 49 618
14 50 27844
14 51 14639
14 52 4076
14 53 917
14 54 3634
14 55 6193
14 56 3571
14 57 2623
14 58 3273
14 59 2312
14 60 490
14 61 870
14 62 2692
14 63 1662
14 64 1178
14 65 1225
14 66 1728
14 67 6505
14 68 24139
14 69 9767
14 70 1441
14 71 2072
14 72 450
14 73 4109
14 74 953
14 75 2582
14 76 1010
14 77 763
14 78 4705
14 79 2668
14 80 1446
14 81 987
14 82 4864
14 83 34590
14 84 1495
14 85 3516
14 86 2756
14 87 4606
14 88 14439
14 89 1148
14 90 562
14 91 26275
14 92 547
14 93 10605
14 94 3559
14 95 2176
14 96 6645
